base,ligand,aryl_halide,additive
MTBD,XPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole
MTBD,XPhos,1-chloro-4-ethylbenzene,3-phenylisoxazole
MTBD,XPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole
MTBD,XPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole
MTBD,XPhos,2-chloropyridine,3-phenylisoxazole
MTBD,XPhos,2-bromopyridine,3-phenylisoxazole
MTBD,XPhos,2-iodopyridine,3-phenylisoxazole
MTBD,XPhos,3-chloropyridine,3-phenylisoxazole
MTBD,XPhos,3-bromopyridine,3-phenylisoxazole
MTBD,XPhos,3-iodopyridine,3-phenylisoxazole
MTBD,XPhos,None,3-phenylisoxazole
P2Et,XPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,XPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,XPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,XPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
P2Et,XPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
P2Et,XPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
P2Et,XPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
P2Et,XPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
P2Et,XPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
P2Et,XPhos,2-chloropyridine,3-methylisoxazole
P2Et,XPhos,2-bromopyridine,3-methylisoxazole
P2Et,XPhos,2-iodopyridine,3-methylisoxazole
P2Et,XPhos,3-chloropyridine,3-methylisoxazole
P2Et,XPhos,3-bromopyridine,3-methylisoxazole
P2Et,XPhos,3-iodopyridine,3-methylisoxazole
P2Et,XPhos,None,3-methylisoxazole
BTMG,XPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,XPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,XPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,XPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
BTMG,XPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
BTMG,XPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
BTMG,XPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
BTMG,XPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
BTMG,XPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
BTMG,XPhos,2-chloropyridine,3-methylisoxazole
BTMG,XPhos,2-bromopyridine,3-methylisoxazole
BTMG,XPhos,2-iodopyridine,3-methylisoxazole
BTMG,XPhos,3-chloropyridine,3-methylisoxazole
BTMG,XPhos,3-bromopyridine,3-methylisoxazole
BTMG,XPhos,3-iodopyridine,3-methylisoxazole
BTMG,XPhos,None,3-methylisoxazole
MTBD,XPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
MTBD,XPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole
MTBD,XPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole
MTBD,XPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
MTBD,XPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
MTBD,XPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
MTBD,XPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
MTBD,XPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
MTBD,XPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
MTBD,XPhos,2-chloropyridine,3-methylisoxazole
MTBD,XPhos,2-bromopyridine,3-methylisoxazole
MTBD,XPhos,2-iodopyridine,3-methylisoxazole
MTBD,XPhos,3-chloropyridine,3-methylisoxazole
MTBD,XPhos,3-bromopyridine,3-methylisoxazole
MTBD,XPhos,3-iodopyridine,3-methylisoxazole
MTBD,XPhos,None,3-methylisoxazole
P2Et,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,XPhos,None,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,XPhos,None,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,XPhos,None,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
P2Et,t-BuXPhos,2-chloropyridine,4-phenylisoxazole
P2Et,t-BuXPhos,2-bromopyridine,4-phenylisoxazole
P2Et,t-BuXPhos,2-iodopyridine,4-phenylisoxazole
P2Et,t-BuXPhos,3-chloropyridine,4-phenylisoxazole
P2Et,t-BuXPhos,3-bromopyridine,4-phenylisoxazole
P2Et,t-BuXPhos,3-iodopyridine,4-phenylisoxazole
P2Et,t-BuXPhos,None,4-phenylisoxazole
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
BTMG,t-BuXPhos,2-chloropyridine,4-phenylisoxazole
BTMG,t-BuXPhos,2-bromopyridine,4-phenylisoxazole
BTMG,t-BuXPhos,2-iodopyridine,4-phenylisoxazole
BTMG,t-BuXPhos,3-chloropyridine,4-phenylisoxazole
BTMG,t-BuXPhos,3-bromopyridine,4-phenylisoxazole
BTMG,t-BuXPhos,3-iodopyridine,4-phenylisoxazole
BTMG,t-BuXPhos,None,4-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
MTBD,t-BuXPhos,2-chloropyridine,4-phenylisoxazole
MTBD,t-BuXPhos,2-bromopyridine,4-phenylisoxazole
MTBD,t-BuXPhos,2-iodopyridine,4-phenylisoxazole
MTBD,t-BuXPhos,3-chloropyridine,4-phenylisoxazole
MTBD,t-BuXPhos,3-bromopyridine,4-phenylisoxazole
MTBD,t-BuXPhos,3-iodopyridine,4-phenylisoxazole
MTBD,t-BuXPhos,None,4-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole
P2Et,t-BuXPhos,2-chloropyridine,3-phenylisoxazole
P2Et,t-BuXPhos,2-bromopyridine,3-phenylisoxazole
P2Et,t-BuXPhos,2-iodopyridine,3-phenylisoxazole
P2Et,t-BuXPhos,3-chloropyridine,3-phenylisoxazole
P2Et,t-BuXPhos,3-bromopyridine,3-phenylisoxazole
P2Et,t-BuXPhos,3-iodopyridine,3-phenylisoxazole
P2Et,t-BuXPhos,None,3-phenylisoxazole
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole
BTMG,t-BuXPhos,2-chloropyridine,3-phenylisoxazole
BTMG,t-BuXPhos,2-bromopyridine,3-phenylisoxazole
BTMG,t-BuXPhos,2-iodopyridine,3-phenylisoxazole
BTMG,t-BuXPhos,3-chloropyridine,3-phenylisoxazole
BTMG,t-BuXPhos,3-bromopyridine,3-phenylisoxazole
BTMG,t-BuXPhos,3-iodopyridine,3-phenylisoxazole
BTMG,t-BuXPhos,None,3-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole
MTBD,t-BuXPhos,2-chloropyridine,3-phenylisoxazole
MTBD,t-BuXPhos,2-bromopyridine,3-phenylisoxazole
MTBD,t-BuXPhos,2-iodopyridine,3-phenylisoxazole
MTBD,t-BuXPhos,3-chloropyridine,3-phenylisoxazole
MTBD,t-BuXPhos,3-bromopyridine,3-phenylisoxazole
MTBD,t-BuXPhos,3-iodopyridine,3-phenylisoxazole
MTBD,t-BuXPhos,None,3-phenylisoxazole
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
P2Et,t-BuXPhos,2-chloropyridine,3-methylisoxazole
P2Et,t-BuXPhos,2-bromopyridine,3-methylisoxazole
P2Et,t-BuXPhos,2-iodopyridine,3-methylisoxazole
P2Et,t-BuXPhos,3-chloropyridine,3-methylisoxazole
P2Et,t-BuXPhos,3-bromopyridine,3-methylisoxazole
P2Et,t-BuXPhos,3-iodopyridine,3-methylisoxazole
P2Et,t-BuXPhos,None,3-methylisoxazole
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
BTMG,t-BuXPhos,2-chloropyridine,3-methylisoxazole
BTMG,t-BuXPhos,2-bromopyridine,3-methylisoxazole
BTMG,t-BuXPhos,2-iodopyridine,3-methylisoxazole
BTMG,t-BuXPhos,3-chloropyridine,3-methylisoxazole
BTMG,t-BuXPhos,3-bromopyridine,3-methylisoxazole
BTMG,t-BuXPhos,3-iodopyridine,3-methylisoxazole
BTMG,t-BuXPhos,None,3-methylisoxazole
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole
MTBD,t-BuXPhos,2-chloropyridine,3-methylisoxazole
MTBD,t-BuXPhos,2-bromopyridine,3-methylisoxazole
MTBD,t-BuXPhos,2-iodopyridine,3-methylisoxazole
MTBD,t-BuXPhos,3-chloropyridine,3-methylisoxazole
MTBD,t-BuXPhos,3-bromopyridine,3-methylisoxazole
MTBD,t-BuXPhos,3-iodopyridine,3-methylisoxazole
MTBD,t-BuXPhos,None,3-methylisoxazole
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
BTMG,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole"
MTBD,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole"
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
P2Et,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole
P2Et,t-BuBrettPhos,None,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
BTMG,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole
BTMG,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole
BTMG,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole
BTMG,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole
BTMG,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole
BTMG,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole
MTBD,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole
MTBD,t-BuBrettPhos,None,4-phenylisoxazole
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole
