base,ligand,aryl_halide,additive,yield
MTBD,XPhos,1-chloro-4-methoxybenzene,3-methylisoxazole,0.389738186
MTBD,XPhos,1-bromo-4-methoxybenzene,3-methylisoxazole,14.82994008
MTBD,XPhos,1-iodo-4-methoxybenzene,3-methylisoxazole,27.38026406
MTBD,XPhos,1-chloro-4-ethylbenzene,3-methylisoxazole,1.922791563
MTBD,XPhos,1-bromo-4-ethylbenzene,3-methylisoxazole,42.32124218
MTBD,XPhos,1-ethyl-4-iodobenzene,3-methylisoxazole,66.26745697
MTBD,XPhos,2-chloropyridine,3-methylisoxazole,38.26811211
MTBD,XPhos,2-bromopyridine,3-methylisoxazole,65.27849508
MTBD,XPhos,2-iodopyridine,3-methylisoxazole,69.51698512
MTBD,XPhos,3-chloropyridine,3-methylisoxazole,11.65114169
MTBD,XPhos,3-bromopyridine,3-methylisoxazole,35.81675951
MTBD,XPhos,3-iodopyridine,3-methylisoxazole,49.09682213
MTBD,XPhos,None,3-methylisoxazole,0.0
P2Et,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",7.529872142
P2Et,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",6.207239873
P2Et,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",6.570809399
P2Et,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",1.437204695
P2Et,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",3.173409432
P2Et,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",3.841376565
P2Et,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",5.555292598
P2Et,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",8.265401421
P2Et,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",7.74418158
P2Et,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",8.325690944
P2Et,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",11.6286041
P2Et,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",12.26145138
P2Et,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,XPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.90886504
BTMG,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",2.8612667239999996
BTMG,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",1.750205496
BTMG,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",2.483549677
BTMG,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",3.276927676
BTMG,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",19.54000931
BTMG,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",22.73241339
BTMG,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",23.80061603
BTMG,XPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.323932677
MTBD,XPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.797104719
MTBD,XPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",1.464547888
MTBD,XPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",0.640485616
MTBD,XPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,XPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",2.151156432
MTBD,XPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",4.021363225
MTBD,XPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",20.081560600000003
MTBD,XPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",23.27699716
MTBD,XPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",24.54431776
MTBD,XPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,14.56538038
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,18.74350865
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,19.60839775
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,2.060581853
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,16.39030586
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,19.65840226
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole,6.853480142
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,26.75645727
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,27.04861196
P2Et,t-BuXPhos,2-chloropyridine,4-phenylisoxazole,31.29909936
P2Et,t-BuXPhos,2-bromopyridine,4-phenylisoxazole,35.2030282
P2Et,t-BuXPhos,2-iodopyridine,4-phenylisoxazole,40.08669181
P2Et,t-BuXPhos,3-chloropyridine,4-phenylisoxazole,68.76495224
P2Et,t-BuXPhos,3-bromopyridine,4-phenylisoxazole,74.00970333
P2Et,t-BuXPhos,3-iodopyridine,4-phenylisoxazole,70.58038327
P2Et,t-BuXPhos,None,4-phenylisoxazole,0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,12.56300254
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,47.02427089
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,48.56121582
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,0.529819216
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,47.2768797
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,55.19349187
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,73.2728017
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,77.78682066
BTMG,t-BuXPhos,2-chloropyridine,4-phenylisoxazole,69.39495874
BTMG,t-BuXPhos,2-bromopyridine,4-phenylisoxazole,84.60201966
BTMG,t-BuXPhos,2-iodopyridine,4-phenylisoxazole,85.14015258
BTMG,t-BuXPhos,3-chloropyridine,4-phenylisoxazole,12.48383732
BTMG,t-BuXPhos,3-bromopyridine,4-phenylisoxazole,78.00495066
BTMG,t-BuXPhos,3-iodopyridine,4-phenylisoxazole,83.73721982
BTMG,t-BuXPhos,None,4-phenylisoxazole,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,26.05284451
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,53.83922891
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,52.3137348
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,3.500057239
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,49.39865649
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,56.13504943
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole,16.2490011
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,79.87241595
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,81.15116736
MTBD,t-BuXPhos,2-chloropyridine,4-phenylisoxazole,88.44637346
MTBD,t-BuXPhos,2-bromopyridine,4-phenylisoxazole,93.09950718
MTBD,t-BuXPhos,2-iodopyridine,4-phenylisoxazole,99.99999
MTBD,t-BuXPhos,3-chloropyridine,4-phenylisoxazole,36.89391539
MTBD,t-BuXPhos,3-bromopyridine,4-phenylisoxazole,94.34623373
MTBD,t-BuXPhos,3-iodopyridine,4-phenylisoxazole,93.02887198
MTBD,t-BuXPhos,None,4-phenylisoxazole,0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole,34.28672739
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole,51.07128287
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole,44.71241275
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole,1.112505085
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole,50.90618574
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole,54.23706048
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,3-phenylisoxazole,4.695061055
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole,83.3036144
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole,70.00785114
P2Et,t-BuXPhos,2-chloropyridine,3-phenylisoxazole,52.85443039
P2Et,t-BuXPhos,2-bromopyridine,3-phenylisoxazole,72.15476775
P2Et,t-BuXPhos,2-iodopyridine,3-phenylisoxazole,73.13874552
P2Et,t-BuXPhos,3-chloropyridine,3-phenylisoxazole,18.412337
P2Et,t-BuXPhos,3-bromopyridine,3-phenylisoxazole,1.57607478
P2Et,t-BuXPhos,3-iodopyridine,3-phenylisoxazole,1.834161249
P2Et,t-BuXPhos,None,3-phenylisoxazole,0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole,39.94694428
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole,54.22375463
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole,50.12467654
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole,1.102452884
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole,45.39654665
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole,51.57354724
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole,77.85802389
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole,80.13587028
BTMG,t-BuXPhos,2-chloropyridine,3-phenylisoxazole,80.58863006
BTMG,t-BuXPhos,2-bromopyridine,3-phenylisoxazole,86.25411640000002
BTMG,t-BuXPhos,2-iodopyridine,3-phenylisoxazole,91.93340238
BTMG,t-BuXPhos,3-chloropyridine,3-phenylisoxazole,49.30997149
BTMG,t-BuXPhos,3-bromopyridine,3-phenylisoxazole,86.10507439
BTMG,t-BuXPhos,3-iodopyridine,3-phenylisoxazole,88.16754027
BTMG,t-BuXPhos,None,3-phenylisoxazole,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole,45.04099086
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-phenylisoxazole,52.01896484
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-phenylisoxazole,50.27132659
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,3-phenylisoxazole,1.402918235
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,3-phenylisoxazole,50.57898439
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,3-phenylisoxazole,51.23480839
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,3-phenylisoxazole,6.591475121
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,3-phenylisoxazole,83.09647392
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,3-phenylisoxazole,79.26160687
MTBD,t-BuXPhos,2-chloropyridine,3-phenylisoxazole,86.19439925
MTBD,t-BuXPhos,2-bromopyridine,3-phenylisoxazole,91.26694463
MTBD,t-BuXPhos,2-iodopyridine,3-phenylisoxazole,95.38648822
MTBD,t-BuXPhos,3-chloropyridine,3-phenylisoxazole,63.26443611
MTBD,t-BuXPhos,3-bromopyridine,3-phenylisoxazole,94.87994774
MTBD,t-BuXPhos,3-iodopyridine,3-phenylisoxazole,93.42111456
MTBD,t-BuXPhos,None,3-phenylisoxazole,0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole,31.76101887
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole,47.94242943
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole,42.81292825
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole,0.39886034
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole,45.57576479
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole,49.32093179
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole,3.622466468
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole,75.31115449
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole,67.19184926
P2Et,t-BuXPhos,2-chloropyridine,3-methylisoxazole,54.63079808
P2Et,t-BuXPhos,2-bromopyridine,3-methylisoxazole,63.14714159
P2Et,t-BuXPhos,2-iodopyridine,3-methylisoxazole,63.83709974
P2Et,t-BuXPhos,3-chloropyridine,3-methylisoxazole,20.39347896
P2Et,t-BuXPhos,3-bromopyridine,3-methylisoxazole,0.0
P2Et,t-BuXPhos,3-iodopyridine,3-methylisoxazole,0.0
P2Et,t-BuXPhos,None,3-methylisoxazole,0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole,34.30918762
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,3-methylisoxazole,52.55061961
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,3-methylisoxazole,52.37811419
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole,0.695297498
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole,43.182647
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole,52.5635645
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole,3.012114112
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole,80.58281911
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole,81.02094948
BTMG,t-BuXPhos,2-chloropyridine,3-methylisoxazole,76.63515592
BTMG,t-BuXPhos,2-bromopyridine,3-methylisoxazole,88.44485055
BTMG,t-BuXPhos,2-iodopyridine,3-methylisoxazole,90.22793001
BTMG,t-BuXPhos,3-chloropyridine,3-methylisoxazole,30.758172
BTMG,t-BuXPhos,3-bromopyridine,3-methylisoxazole,85.68357471
BTMG,t-BuXPhos,3-iodopyridine,3-methylisoxazole,86.971127
BTMG,t-BuXPhos,None,3-methylisoxazole,0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,3-methylisoxazole,34.96627405
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,3-methylisoxazole,0.97555089
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,3-methylisoxazole,44.07099157
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,3-methylisoxazole,48.93807733
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,3-methylisoxazole,3.893641215
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,3-methylisoxazole,79.05542624
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,3-methylisoxazole,79.63886176
MTBD,t-BuXPhos,2-chloropyridine,3-methylisoxazole,86.00345438
MTBD,t-BuXPhos,2-bromopyridine,3-methylisoxazole,92.13719474
MTBD,t-BuXPhos,2-iodopyridine,3-methylisoxazole,91.51096876
MTBD,t-BuXPhos,3-chloropyridine,3-methylisoxazole,30.83522639
MTBD,t-BuXPhos,3-bromopyridine,3-methylisoxazole,92.72370704
MTBD,t-BuXPhos,3-iodopyridine,3-methylisoxazole,92.25602815
MTBD,t-BuXPhos,None,3-methylisoxazole,0.0
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",10.83765987
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",12.50803772
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",12.73955434
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",2.394993092
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",11.43188302
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",12.30347995
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",6.790590461
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",20.80036721
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",21.68053196
P2Et,t-BuXPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",17.93331506
P2Et,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",19.21909567
P2Et,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",20.19717377
P2Et,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",0.790615186
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",2.526419198
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",3.157273626
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.0
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",2.851219855
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",6.027659819
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",0.560055079
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",7.355604
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",12.61728598
BTMG,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",11.74526924
BTMG,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",16.42931186
BTMG,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",21.0553345
BTMG,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",25.49533974
BTMG,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",27.032405800000003
BTMG,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",20.40750029
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",35.11112268
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-Phenyl-1,2,4-oxadiazole",41.66896399
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",0.786304198
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",13.26476777
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,"5-Phenyl-1,2,4-oxadiazole",21.13166214
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",5.300523111
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,"5-Phenyl-1,2,4-oxadiazole",36.10138622
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,"5-Phenyl-1,2,4-oxadiazole",51.5197813
MTBD,t-BuXPhos,2-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",81.90690038
MTBD,t-BuXPhos,2-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",90.04314921
MTBD,t-BuXPhos,2-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",93.69058626
MTBD,t-BuXPhos,3-chloropyridine,"5-Phenyl-1,2,4-oxadiazole",37.68845114
MTBD,t-BuXPhos,3-bromopyridine,"5-Phenyl-1,2,4-oxadiazole",63.38036462
MTBD,t-BuXPhos,3-iodopyridine,"5-Phenyl-1,2,4-oxadiazole",63.36872862
MTBD,t-BuXPhos,None,"5-Phenyl-1,2,4-oxadiazole",0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,9.322132163
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,13.23389373
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,12.65611523
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,0.862512473
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,11.12595571
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,11.33541199
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole,3.848767902
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,26.55673667
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,25.42117806
P2Et,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole,23.70056273
P2Et,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole,25.95507424
P2Et,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole,35.80276164
P2Et,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole,66.85191048
P2Et,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole,70.56509529
P2Et,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole,66.6354412
P2Et,t-BuBrettPhos,None,4-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,3.468901589
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,31.17955703
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,44.26289513
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,11.31352123
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,33.79435982
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,36.54381967
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,78.50560016
BTMG,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole,32.19059222
BTMG,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole,55.46040564
BTMG,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole,81.63511603
BTMG,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole,4.546243303
BTMG,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole,60.54913452
BTMG,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole,71.15077458
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,4-phenylisoxazole,22.42347536
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,4-phenylisoxazole,41.46468331
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,4-phenylisoxazole,54.24578847
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,4-phenylisoxazole,1.581660756
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,4-phenylisoxazole,20.76458994
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,4-phenylisoxazole,36.05750203
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,4-phenylisoxazole,7.805738503
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,4-phenylisoxazole,52.90774845
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,4-phenylisoxazole,83.29437838
MTBD,t-BuBrettPhos,2-chloropyridine,4-phenylisoxazole,50.80872036
MTBD,t-BuBrettPhos,2-bromopyridine,4-phenylisoxazole,71.49385038
MTBD,t-BuBrettPhos,2-iodopyridine,4-phenylisoxazole,99.99999
MTBD,t-BuBrettPhos,3-chloropyridine,4-phenylisoxazole,29.94942755
MTBD,t-BuBrettPhos,3-bromopyridine,4-phenylisoxazole,80.02767877
MTBD,t-BuBrettPhos,3-iodopyridine,4-phenylisoxazole,88.40427326
MTBD,t-BuBrettPhos,None,4-phenylisoxazole,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-phenylisoxazole,7.021683633
